College Name,Accepted Skills,Projects
Mahatma Hyderabad,Bash | Docker | Express | FastAPI | Flask | NumPy | RabbitMQ,Blockchain Wallet Demo | Crypto Arbitrage Bot | Music Streaming Prototype | Network Packet Sniffer
Mahatma Indore,CI/CD | Elasticsearch | FastAPI | Java | MongoDB | PostgreSQL | Rust | Tailwind CSS | TensorFlow,Blog CMS | Expense Splitter | Fraud Detection | Job Portal | Memory Allocator Demo | News Aggregator | URL Shortener
Mahatma Jabalpur,Bash | FastAPI | Kafka | Linux | OpenCV | Python | React | TDD | TypeScript,Blog CMS | Chat App | Memory Allocator Demo | Scheduling System | Sentiment Analyzer
Mahatma Jaipur,Django | GCP | Kafka | NumPy | PostgreSQL | Rust | TensorFlow,Anomaly Detector | IoT Sensor Monitor | Recommendation Engine | Spam Filter
Mahatma Jodhpur,C | C++ | Express | Linux | Node.js | Pandas | PyTorch | TDD,Blog CMS | Forum Platform | Gesture Recognition | Memory Allocator Demo | Social Graph Analyzer | Stock Price Tracker | URL Shortener
Mahatma Kochi,AWS | Agile | CI/CD | Django | GraphQL,Auto-Grader | Chat App | Face Detection Tool | Stock Price Tracker | Weather Dashboard
Mahatma Kolkata,FastAPI | Kotlin | Node.js | Storybook | TDD,Blog CMS | DB Index Visualizer | Job Portal | Note Taking App | Search Engine Mini
Mahatma Kozhikode,Agile | Matplotlib | MongoDB | PyTorch | Socket.IO | TDD | scikit-learn,Auto-Grader | E-Commerce Site | Expense Splitter | Quiz App
Mahatma Lucknow,Express | GraphQL | Kotlin | Kubernetes | Node.js | PyTorch | RabbitMQ | Swift,Edge Caching Simulator | Expense Splitter | Forum Platform | Scheduling System | Spam Filter | URL Shortener
Mahatma Madurai,GCP | Git | Linux | RabbitMQ | scikit-learn,AR Ruler | Fitness Tracker | Handwriting OCR | Quiz App
Mahatma Mumbai,Django | Flask | Git | Kotlin | MongoDB | React | Tailwind CSS,Anomaly Detector | Auto-Grader | Network Packet Sniffer | Quiz App | Sentiment Analyzer | Stock Price Tracker
Mahatma Mysuru,Azure | Flask | Go | Kafka | Pandas | Terraform,Chat App | Forum Platform | Note Taking App | Quiz App | Scheduling System | Search Engine Mini | Traffic Simulation
Mahatma Nagpur,Agile | C++ | GraphQL | Kafka | Kotlin | Matplotlib | Node.js | Terraform,Blog CMS | Course Planner | Multi-tenant SaaS | Spam Filter
Mahatma Noida,CI/CD | Django | FastAPI | Pandas | RabbitMQ,Auto-Grader | Course Planner | DB Index Visualizer | Job Portal | Regex Visualizer | Spam Filter
Mahatma Ongole,Express | Git | Kafka | RabbitMQ | TypeScript | scikit-learn,Expense Splitter | Forum Platform | IoT Sensor Monitor | Quiz App | Regex Visualizer | Spam Filter
Mahatma Patna,AWS | C | Elasticsearch | Linux | MongoDB | NumPy | Swift | Tailwind CSS | TensorFlow | scikit-learn,Chat App | Edge Caching Simulator | Face Detection Tool | Fitness Tracker | Forum Platform | Image Classifier | Speech-to-Text
Mahatma Pune,C | GCP | Storybook | Swift | TDD,Crypto Arbitrage Bot | Log Parser | Search Engine Mini | Spam Filter | Traffic Simulation | URL Shortener | VR Gallery
Mahatma Quilon,C++ | CI/CD | FastAPI | GCP | Python,Course Planner | DB Index Visualizer | Memory Allocator Demo | Weather Dashboard
Mahatma Raipur,MongoDB | Node.js | Rust | TDD | Terraform,E-Commerce Site | Edge Caching Simulator | Event Ticketing | IoT Sensor Monitor | Memory Allocator Demo | Regex Visualizer | Scheduling System
Mahatma Ranchi,AWS | Elasticsearch | Git | Kubernetes | Matplotlib | MongoDB | RabbitMQ | Socket.IO | TDD | TypeScript,Code Editor Lite | E-Commerce Site | Log Parser | Map Routing App | Memory Allocator Demo | Scheduling System | Weather Dashboard
Mahatma Salem,C | Elasticsearch | OpenCV | React | Redis | TensorFlow | Terraform,Course Planner | Note Taking App | Portfolio Website | Quiz App | Spam Filter
Mahatma Surat,C++ | Git | Kotlin | Kubernetes | RabbitMQ | Redis | Rust | TypeScript | scikit-learn,Anomaly Detector | Forum Platform | Image Classifier | Smart Attendance | Social Graph Analyzer
Mahatma Thane,Bash | CI/CD | GCP | Kafka | Linux | PostgreSQL | Python | RabbitMQ | Tailwind CSS | TypeScript,Auto-Grader | Chat App | Fraud Detection | Memory Allocator Demo | Social Graph Analyzer
Mahatma Thiruvananthapuram,C++ | CI/CD | Express | FastAPI | Flask | Java | Linux | OpenCV | Redis | TensorFlow,Code Editor Lite | Edge Caching Simulator | Fitness Tracker | Music Streaming Prototype | News Aggregator
Mahatma Thrissur,CI/CD | Matplotlib | OpenCV | Python | Swift | TensorFlow,Gesture Recognition | Handwriting OCR | IoT Sensor Monitor | News Aggregator | Portfolio Website
Mahatma Trichy,C++ | Django | Docker | Git | PostgreSQL | RabbitMQ,Auto-Grader | Blog CMS | Edge Caching Simulator | Image Classifier | Memory Allocator Demo | Note Taking App | Stock Price Tracker
Mahatma Udaipur,Agile | Docker | FastAPI | Go | GraphQL | Java | Matplotlib | Rust | Socket.IO,Blockchain Wallet Demo | E-Commerce Site | Event Ticketing | Face Detection Tool | Fraud Detection | Job Portal | Network Packet Sniffer
Mahatma Varanasi,Django | Java | Pandas | PostgreSQL | Tailwind CSS,Edge Caching Simulator | Expense Splitter | Fitness Tracker | IoT Sensor Monitor | Sentiment Analyzer | Speech-to-Text
Mahatma Vijayawada,C | Elasticsearch | Kubernetes | NumPy | OpenCV | Python | React | Tailwind CSS | TypeScript,Anomaly Detector | Code Editor Lite | Expense Splitter | Fraud Detection | Gesture Recognition | Sentiment Analyzer | Spam Filter
Mahatma Visakhapatnam,C++ | CI/CD | Express | Kafka | Kotlin,Auto-Grader | Blockchain Wallet Demo | Crypto Arbitrage Bot | Face Detection Tool | Regex Visualizer | Stock Price Tracker | VR Gallery
Mahatma Warangal,Express | Java | OpenCV | Storybook | Swift,Chat App | Face Detection Tool | File Sharing Service | Fitness Tracker | News Aggregator | VR Gallery
Mahatma Xavierabad,AWS | C++ | Flask | GCP | MongoDB | Rust | Storybook | Terraform | scikit-learn,Anomaly Detector | Blockchain Wallet Demo | Crypto Arbitrage Bot | E-Commerce Site | IoT Sensor Monitor | Quiz App | Stock Price Tracker
Mahatma Yamunanagar,AWS | Azure | C | Flask | Linux | Socket.IO,Event Ticketing | File Sharing Service | Fraud Detection | Memory Allocator Demo
Mahatma Zirakpur,Azure | GCP | Git | Kafka | Linux | Storybook | Swift | Terraform,Course Planner | Face Detection Tool | Image Classifier | Memory Allocator Demo
Manipal Institute of Technology Aaravpur,C | FastAPI | GCP | Java | Linux | OpenCV | TDD | TypeScript,Crypto Arbitrage Bot | Event Ticketing | File Sharing Service | Forum Platform | Recommendation Engine | Smart Attendance | VR Gallery
Manipal Institute of Technology Amritsar,Bash | Go | Matplotlib | React | TypeScript,File Sharing Service | Fitness Tracker | IoT Sensor Monitor | Log Parser | Network Packet Sniffer | URL Shortener
Manipal Institute of Technology Baroda,Agile | Azure | Django | Express | Kotlin | Matplotlib | PostgreSQL | Socket.IO | Storybook | TensorFlow,E-Commerce Site | Face Detection Tool | File Sharing Service | Log Parser | Quiz App | Sentiment Analyzer | Weather Dashboard
Manipal Institute of Technology Belagavi,CI/CD | MongoDB | NumPy | Tailwind CSS | scikit-learn,Blockchain Wallet Demo | Chat App | Crypto Arbitrage Bot | Face Detection Tool | Fitness Tracker | Quiz App | Regex Visualizer
Manipal Institute of Technology Bengaluru,Flask | Kotlin | Kubernetes | Matplotlib | PostgreSQL | Redis | Tailwind CSS,Compiler Tiny | Music Streaming Prototype | Smart Attendance | Social Graph Analyzer | Weather Dashboard
Manipal Institute of Technology Bhopal,C | CI/CD | Git | Kafka | MongoDB | Pandas | PyTorch | Socket.IO | scikit-learn,Blockchain Wallet Demo | Chat App | News Aggregator | Recommendation Engine | VR Gallery
Manipal Institute of Technology Chandipur,Azure | Docker | Flask | Kafka | Matplotlib,Blockchain Wallet Demo | Course Planner | Crypto Arbitrage Bot | Memory Allocator Demo | Portfolio Website | VR Gallery
Manipal Institute of Technology Chennai,Node.js | Pandas | PostgreSQL | RabbitMQ | React | TDD | Tailwind CSS | Terraform | scikit-learn,AR Ruler | Gesture Recognition | Map Routing App | Multi-tenant SaaS | Note Taking App | Recommendation Engine | Smart Attendance
Manipal Institute of Technology Coimbatore,Azure | C | Kafka | Kubernetes | RabbitMQ | Swift | TDD,Blockchain Wallet Demo | Course Planner | DB Index Visualizer | E-Commerce Site | VR Gallery
Manipal Institute of Technology Dehradun,Bash | Docker | Kotlin | Kubernetes | Matplotlib | OpenCV,E-Commerce Site | Face Detection Tool | Handwriting OCR | News Aggregator | Smart Attendance | Spam Filter
Manipal Institute of Technology Ernakulam,Express | GCP | RabbitMQ | TypeScript | scikit-learn,Auto-Grader | Blog CMS | Chat App | Edge Caching Simulator | Log Parser | Traffic Simulation
Manipal Institute of Technology Faridabad,Docker | OpenCV | Rust | Storybook | Terraform,Code Editor Lite | DB Index Visualizer | Fitness Tracker | IoT Sensor Monitor | Map Routing App | Recommendation Engine
Manipal Institute of Technology Gurugram,Bash | GraphQL | Linux | PostgreSQL | Python | Redis | TDD | Tailwind CSS | TypeScript,DB Index Visualizer | Edge Caching Simulator | Event Ticketing | Map Routing App | Memory Allocator Demo | Scheduling System
Manipal Institute of Technology Guwahati,C++ | FastAPI | Go | Redis | Socket.IO,Auto-Grader | Edge Caching Simulator | Expense Splitter | Fraud Detection | Network Packet Sniffer
Manipal Institute of Technology Gwalior,Bash | Go | Matplotlib | PostgreSQL | Python | React | TypeScript,Auto-Grader | DB Index Visualizer | Job Portal | Speech-to-Text
Manipal Institute of Technology Hubballi,Agile | Azure | FastAPI | Node.js | NumPy | OpenCV | Tailwind CSS,Log Parser | Music Streaming Prototype | Note Taking App | URL Shortener | VR Gallery
Manipal Institute of Technology Hyderabad,AWS | C | CI/CD | Docker | Express | Git | Go | Kubernetes | MongoDB | TensorFlow,Compiler Tiny | Network Packet Sniffer | News Aggregator | Note Taking App | Quiz App
Manipal Institute of Technology Indore,Azure | Bash | Git | PyTorch | TypeScript | scikit-learn,Crypto Arbitrage Bot | Event Ticketing | Fraud Detection | News Aggregator | Traffic Simulation | Weather Dashboard
Manipal Institute of Technology Jabalpur,Agile | Bash | Java | Kafka | Kotlin | Python | Swift | TDD | scikit-learn,AR Ruler | Edge Caching Simulator | Fitness Tracker | Handwriting OCR | Scheduling System
Manipal Institute of Technology Jaipur,Azure | Bash | C++ | GCP | Git,Crypto Arbitrage Bot | Fitness Tracker | IoT Sensor Monitor | Map Routing App | Note Taking App | Speech-to-Text
Manipal Institute of Technology Jodhpur,Agile | Go | GraphQL | Kotlin | Pandas | RabbitMQ | React | TDD | TensorFlow | TypeScript,Code Editor Lite | Log Parser | Music Streaming Prototype | News Aggregator | Quiz App
Manipal Institute of Technology Kochi,C | C++ | CI/CD | Flask | Java | OpenCV | TypeScript | scikit-learn,Auto-Grader | Edge Caching Simulator | Expense Splitter | Face Detection Tool | Log Parser | Memory Allocator Demo | Weather Dashboard
Manipal Institute of Technology Kolkata,AWS | Agile | C++ | GraphQL | Java | Kubernetes | PyTorch | Python | TypeScript | scikit-learn,Compiler Tiny | IoT Sensor Monitor | Quiz App | Spam Filter | Traffic Simulation | URL Shortener
Manipal Institute of Technology Kozhikode,Azure | Elasticsearch | Express | MongoDB | Node.js | NumPy | Pandas | Python,AR Ruler | Blockchain Wallet Demo | Code Editor Lite | Face Detection Tool | Memory Allocator Demo | Smart Attendance | Spam Filter
Manipal Institute of Technology Lucknow,C | Elasticsearch | Express | Python | Redis | TensorFlow | TypeScript,Blockchain Wallet Demo | Map Routing App | Memory Allocator Demo | News Aggregator | Note Taking App | Regex Visualizer | VR Gallery
Manipal Institute of Technology Madurai,AWS | C++ | Python | Redis | TypeScript,Crypto Arbitrage Bot | Handwriting OCR | Portfolio Website | VR Gallery
Manipal Institute of Technology Mumbai,CI/CD | Express | Node.js | Pandas | Storybook,Forum Platform | Gesture Recognition | Handwriting OCR | IoT Sensor Monitor
Manipal Institute of Technology Mysuru,CI/CD | Flask | Java | Kubernetes | MongoDB | OpenCV | Redis | Swift,Auto-Grader | Event Ticketing | Gesture Recognition | Map Routing App | Multi-tenant SaaS | Music Streaming Prototype
Manipal Institute of Technology Nagpur,AWS | CI/CD | FastAPI | GraphQL | Kubernetes | OpenCV,Chat App | E-Commerce Site | File Sharing Service | Search Engine Mini
Manipal Institute of Technology Noida,CI/CD | Django | Elasticsearch | Kubernetes | Node.js | OpenCV | Pandas | Socket.IO | Swift,Fitness Tracker | Gesture Recognition | Handwriting OCR | Log Parser | Regex Visualizer | Traffic Simulation
Manipal Institute of Technology Ongole,C++ | Elasticsearch | Flask | Java | Linux | NumPy | RabbitMQ | React | Rust | TensorFlow,Auto-Grader | Crypto Arbitrage Bot | Expense Splitter | Forum Platform | Recommendation Engine | Regex Visualizer
Manipal Institute of Technology Patna,AWS | Express | React | Redis | Storybook | TensorFlow,Anomaly Detector | Auto-Grader | Code Editor Lite | Note Taking App | Recommendation Engine | Scheduling System
Manipal Institute of Technology Pune,AWS | Azure | CI/CD | FastAPI | Flask | Go | Matplotlib | Node.js | PostgreSQL,Course Planner | Fraud Detection | Job Portal | News Aggregator | Portfolio Website
Manipal Institute of Technology Quilon,Azure | CI/CD | Java | Kubernetes | PostgreSQL | TensorFlow | TypeScript | scikit-learn,Crypto Arbitrage Bot | Expense Splitter | Network Packet Sniffer | Note Taking App
Manipal Institute of Technology Raipur,Docker | Express | FastAPI | Flask | GCP | Java | OpenCV | Pandas | RabbitMQ | TDD,Anomaly Detector | Fraud Detection | Gesture Recognition | Handwriting OCR | Job Portal | Memory Allocator Demo | Multi-tenant SaaS
Manipal Institute of Technology Ranchi,Agile | CI/CD | Elasticsearch | Java | OpenCV | PostgreSQL | PyTorch | RabbitMQ | Rust | Tailwind CSS,News Aggregator | Smart Attendance | Traffic Simulation | Weather Dashboard
Manipal Institute of Technology Salem,C++ | FastAPI | Kafka | Matplotlib | Redis | Swift | TDD | Tailwind CSS | TensorFlow,Blockchain Wallet Demo | Chat App | Code Editor Lite | Job Portal | Search Engine Mini | Sentiment Analyzer | Todo API
Manipal Institute of Technology Surat,GCP | GraphQL | PostgreSQL | Swift | TDD,AR Ruler | Chat App | Regex Visualizer | Search Engine Mini | Sentiment Analyzer | Social Graph Analyzer | URL Shortener
Manipal Institute of Technology Thane,Docker | GCP | GraphQL | Linux | Node.js | RabbitMQ | Rust | Storybook,Compiler Tiny | Course Planner | File Sharing Service | Scheduling System
Manipal Institute of Technology Thiruvananthapuram,C | C++ | GCP | Kafka | RabbitMQ | Swift,Handwriting OCR | Scheduling System | Search Engine Mini | Stock Price Tracker | Traffic Simulation
Manipal Institute of Technology Thrissur,Go | Java | Kotlin | PostgreSQL | Rust | Socket.IO | Storybook | TDD | Tailwind CSS,Expense Splitter | Map Routing App | Multi-tenant SaaS | Recommendation Engine
Manipal Institute of Technology Trichy,AWS | Azure | C | GCP | Matplotlib | Node.js | React | Socket.IO | TDD | TypeScript,AR Ruler | DB Index Visualizer | Face Detection Tool | Scheduling System | Smart Attendance
Manipal Institute of Technology Udaipur,Azure | Bash | C++ | GraphQL | OpenCV | TensorFlow,Blockchain Wallet Demo | Compiler Tiny | Crypto Arbitrage Bot | Social Graph Analyzer | Spam Filter
Manipal Institute of Technology Varanasi,C | CI/CD | Docker | Kotlin | PyTorch | TensorFlow | Terraform,Blockchain Wallet Demo | Event Ticketing | Forum Platform | Job Portal | Speech-to-Text | Stock Price Tracker | Traffic Simulation
Manipal Institute of Technology Vijayawada,Azure | C | Docker | Elasticsearch | Express | Kotlin | PyTorch | TensorFlow | TypeScript | scikit-learn,Course Planner | Fraud Detection | Quiz App | Traffic Simulation | Weather Dashboard
Manipal Institute of Technology Visakhapatnam,AWS | Docker | FastAPI | Kafka | Storybook | Swift | scikit-learn,Face Detection Tool | Map Routing App | Portfolio Website | Scheduling System | URL Shortener
Manipal Institute of Technology Warangal,AWS | C++ | Express | Linux | Matplotlib | Node.js | RabbitMQ | Redis | TDD | TensorFlow,Log Parser | Memory Allocator Demo | Quiz App | Speech-to-Text
Manipal Institute of Technology Xavierabad,Agile | FastAPI | Matplotlib | Pandas | TDD | scikit-learn,AR Ruler | Code Editor Lite | Edge Caching Simulator | Handwriting OCR | Todo API
Manipal Institute of Technology Yamunanagar,MongoDB | NumPy | Socket.IO | Storybook | TensorFlow | Terraform,Code Editor Lite | Edge Caching Simulator | Portfolio Website | Stock Price Tracker
Manipal Institute of Technology Zirakpur,Azure | C++ | Express | Flask | Git | GraphQL | Java | Node.js | Pandas | Terraform,Anomaly Detector | Face Detection Tool | Gesture Recognition | IoT Sensor Monitor | Multi-tenant SaaS
Mumbai Academy of Science,Agile | Docker | Linux | MongoDB | PostgreSQL | RabbitMQ | scikit-learn,E-Commerce Site | News Aggregator | Scheduling System | Social Graph Analyzer | Stock Price Tracker | VR Gallery
Mumbai Center for AI,Agile | Elasticsearch | GraphQL | Node.js | PostgreSQL | PyTorch,Course Planner | Map Routing App | Music Streaming Prototype | News Aggregator | Search Engine Mini
Mumbai Center for Data Science,Elasticsearch | Go | GraphQL | Kubernetes | NumPy | OpenCV | RabbitMQ | Socket.IO | Tailwind CSS,DB Index Visualizer | Music Streaming Prototype | Regex Visualizer | Search Engine Mini | Sentiment Analyzer | Stock Price Tracker | VR Gallery
Mumbai College,Agile | Azure | Django | Flask | MongoDB | PostgreSQL | Socket.IO | Storybook | Swift | TDD,AR Ruler | Forum Platform | Portfolio Website | Recommendation Engine | Sentiment Analyzer | Speech-to-Text
Mumbai College of Computing,Django | Go | Kubernetes | Pandas | Rust,DB Index Visualizer | Scheduling System | Smart Attendance | Spam Filter
Mumbai College of Information Sciences,AWS | CI/CD | Flask | Node.js | Socket.IO | Tailwind CSS,Crypto Arbitrage Bot | E-Commerce Site | Job Portal | Scheduling System | Sentiment Analyzer | Social Graph Analyzer
Mumbai Institute of Technology,AWS | C++ | Git | PostgreSQL | Rust | scikit-learn,DB Index Visualizer | Expense Splitter | Gesture Recognition | Handwriting OCR
Mumbai Polytechnic,Azure | Docker | Flask | GraphQL | Java | Kafka | Matplotlib | OpenCV | Redis | Tailwind CSS,Chat App | Network Packet Sniffer | Recommendation Engine | Regex Visualizer | Spam Filter | URL Shortener
Mumbai School of Engineering,C++ | CI/CD | Elasticsearch | GCP | NumPy | OpenCV | Rust | Storybook | Terraform | scikit-learn,Blockchain Wallet Demo | Chat App | File Sharing Service | Handwriting OCR | Network Packet Sniffer | Sentiment Analyzer
Mumbai University,CI/CD | Java | MongoDB | Python | TensorFlow,File Sharing Service | Music Streaming Prototype | Smart Attendance | Social Graph Analyzer | Speech-to-Text
Mysuru Academy of Science,Agile | Azure | Bash | GraphQL | Kotlin | Storybook | Swift | TDD | TensorFlow | scikit-learn,AR Ruler | Anomaly Detector | Compiler Tiny | Map Routing App | Music Streaming Prototype | News Aggregator | Note Taking App
Mysuru Center for AI,C | C++ | Django | Docker | Kotlin | NumPy | Tailwind CSS | scikit-learn,Chat App | Course Planner | Music Streaming Prototype | Regex Visualizer | Search Engine Mini | URL Shortener
Mysuru Center for Data Science,C | Django | Express | GCP | Java | Kubernetes | MongoDB | RabbitMQ | TDD | Terraform,DB Index Visualizer | Expense Splitter | Fraud Detection | Gesture Recognition | Memory Allocator Demo | Multi-tenant SaaS | Music Streaming Prototype
Mysuru College,Elasticsearch | Git | NumPy | RabbitMQ | TypeScript,Compiler Tiny | Expense Splitter | Handwriting OCR | Network Packet Sniffer | Regex Visualizer | Smart Attendance | Stock Price Tracker
Mysuru College of Computing,Django | GCP | Go | Linux | NumPy | TDD | TensorFlow,Auto-Grader | Event Ticketing | Log Parser | VR Gallery
Mysuru College of Information Sciences,GCP | GraphQL | Python | RabbitMQ | TensorFlow,Code Editor Lite | Course Planner | Image Classifier | Music Streaming Prototype | Spam Filter
Mysuru Institute of Technology,Bash | CI/CD | Django | Linux | MongoDB | NumPy | OpenCV | Python | Redis | TDD,Chat App | Face Detection Tool | Fraud Detection | Multi-tenant SaaS | Smart Attendance
Mysuru Polytechnic,Agile | C | Docker | GCP | Kubernetes | Python | Redis | TDD | Tailwind CSS | TensorFlow,Crypto Arbitrage Bot | DB Index Visualizer | Fraud Detection | Smart Attendance
Mysuru School of Engineering,Azure | Django | Express | Git | Go | Kafka | Matplotlib | Node.js | Redis,AR Ruler | Auto-Grader | Gesture Recognition | Music Streaming Prototype | Social Graph Analyzer | Stock Price Tracker
Mysuru University,Elasticsearch | Linux | Node.js | OpenCV | Rust | TDD,AR Ruler | Edge Caching Simulator | Fraud Detection | Quiz App | URL Shortener
Nagpur Academy of Science,Agile | Bash | FastAPI | Kotlin | RabbitMQ | Redis | Storybook | TDD,Anomaly Detector | Chat App | Note Taking App | Stock Price Tracker
Nagpur Center for AI,Bash | Elasticsearch | GCP | GraphQL | OpenCV | PyTorch | Rust | Socket.IO | TensorFlow | scikit-learn,Course Planner | File Sharing Service | Fitness Tracker | Fraud Detection | Todo API
Nagpur Center for Data Science,C++ | Go | Kafka | NumPy | Python | Swift | TypeScript,Course Planner | DB Index Visualizer | IoT Sensor Monitor | Map Routing App | Social Graph Analyzer | Todo API | Weather Dashboard
Nagpur College,Agile | Azure | Docker | Git | Kafka | Kotlin | Swift | TDD,Chat App | Multi-tenant SaaS | Network Packet Sniffer | Recommendation Engine | Smart Attendance | Traffic Simulation
Nagpur College of Computing,Bash | Django | Express | GraphQL | React | Terraform,E-Commerce Site | Expense Splitter | IoT Sensor Monitor | Map Routing App | Social Graph Analyzer
Nagpur College of Information Sciences,C | CI/CD | Java | Linux | Socket.IO | TypeScript,Blockchain Wallet Demo | Code Editor Lite | Compiler Tiny | Expense Splitter | IoT Sensor Monitor | Portfolio Website
Nagpur Institute of Technology,Docker | Elasticsearch | Express | GCP | Node.js | NumPy | RabbitMQ | Rust | Storybook | scikit-learn,Blog CMS | Crypto Arbitrage Bot | Edge Caching Simulator | Fitness Tracker | Handwriting OCR | Memory Allocator Demo | Network Packet Sniffer
Nagpur Polytechnic,C | Elasticsearch | Kotlin | PostgreSQL | Redis,AR Ruler | Compiler Tiny | Expense Splitter | Sentiment Analyzer | Spam Filter | Traffic Simulation | Weather Dashboard
Nagpur School of Engineering,AWS | Bash | Matplotlib | Swift | TypeScript,Auto-Grader | Blog CMS | Fraud Detection | Gesture Recognition | Log Parser | Speech-to-Text
Nagpur University,AWS | Docker | Git | Kotlin | Kubernetes | Matplotlib | Terraform,IoT Sensor Monitor | Map Routing App | Recommendation Engine | Social Graph Analyzer
National Institute of Technology Aaravpur,Azure | CI/CD | Git | GraphQL | OpenCV | PyTorch | scikit-learn,DB Index Visualizer | IoT Sensor Monitor | Job Portal | Regex Visualizer | Sentiment Analyzer | Smart Attendance | Spam Filter
National Institute of Technology Amritsar,Express | GraphQL | Java | NumPy | PyTorch | Python | React | Storybook | TDD,Chat App | Event Ticketing | File Sharing Service | Regex Visualizer
National Institute of Technology Baroda,C++ | Express | Kafka | Kubernetes | OpenCV | React | Terraform | TypeScript,AR Ruler | Auto-Grader | Gesture Recognition | Regex Visualizer
National Institute of Technology Belagavi,C | C++ | FastAPI | Git | MongoDB | OpenCV | Rust | Terraform,Log Parser | Portfolio Website | Social Graph Analyzer | Spam Filter | Weather Dashboard
National Institute of Technology Bengaluru,AWS | C | FastAPI | Kafka | Pandas | Storybook,Edge Caching Simulator | Fitness Tracker | Log Parser | Sentiment Analyzer | Todo API
National Institute of Technology Bhopal,C++ | Express | GCP | GraphQL | Kubernetes | Node.js | Pandas | Socket.IO | Storybook,Fitness Tracker | Gesture Recognition | Note Taking App | Quiz App | Regex Visualizer | Traffic Simulation
National Institute of Technology Chandipur,AWS | MongoDB | Storybook | Tailwind CSS | scikit-learn,Code Editor Lite | IoT Sensor Monitor | Map Routing App | VR Gallery
National Institute of Technology Chennai,AWS | CI/CD | Express | RabbitMQ | Rust | Storybook | TDD,AR Ruler | Chat App | DB Index Visualizer | File Sharing Service | Handwriting OCR | Multi-tenant SaaS | URL Shortener
National Institute of Technology Coimbatore,Docker | Java | Matplotlib | Socket.IO | Storybook | scikit-learn,Chat App | File Sharing Service | Portfolio Website | Quiz App | Sentiment Analyzer
National Institute of Technology Dehradun,Bash | CI/CD | Flask | Go | Matplotlib | NumPy | Pandas | PostgreSQL | React | Terraform,Compiler Tiny | Handwriting OCR | Music Streaming Prototype | Network Packet Sniffer | Smart Attendance | Todo API | VR Gallery
National Institute of Technology Ernakulam,FastAPI | Git | MongoDB | NumPy | PostgreSQL | Storybook | TensorFlow | Terraform,Auto-Grader | Compiler Tiny | Gesture Recognition | News Aggregator | Traffic Simulation | VR Gallery
National Institute of Technology Faridabad,CI/CD | Express | Git | Java | OpenCV | Storybook | Swift | Terraform,Event Ticketing | Fitness Tracker | Image Classifier | Smart Attendance
National Institute of Technology Gurugram,Django | GCP | Java | OpenCV | Rust | TDD,Event Ticketing | Image Classifier | Job Portal | Search Engine Mini
National Institute of Technology Guwahati,C | C++ | CI/CD | Git | Linux | MongoDB | Rust | TypeScript | scikit-learn,Compiler Tiny | Handwriting OCR | Map Routing App | Memory Allocator Demo | Music Streaming Prototype | Search Engine Mini | Todo API
National Institute of Technology Gwalior,Agile | Bash | CI/CD | Go | Kafka | Node.js | NumPy | OpenCV | Python | Terraform,Blockchain Wallet Demo | Crypto Arbitrage Bot | Handwriting OCR | News Aggregator | Sentiment Analyzer
National Institute of Technology Hubballi,Flask | Rust | Socket.IO | Storybook | Terraform | TypeScript,Expense Splitter | Image Classifier | Regex Visualizer | Social Graph Analyzer | URL Shortener
National Institute of Technology Hyderabad,AWS | Agile | C | Git | Kafka | MongoDB,Blockchain Wallet Demo | Edge Caching Simulator | Fraud Detection | Gesture Recognition | IoT Sensor Monitor | Quiz App | Social Graph Analyzer
National Institute of Technology Indore,Django | Docker | Go | Pandas | React | Storybook,Blog CMS | E-Commerce Site | Edge Caching Simulator | Image Classifier | Network Packet Sniffer | Regex Visualizer
National Institute of Technology Jabalpur,AWS | C | CI/CD | Docker | FastAPI | Matplotlib | Python | Socket.IO | Swift,AR Ruler | Anomaly Detector | Blog CMS | Course Planner | Recommendation Engine | Smart Attendance | URL Shortener
National Institute of Technology Jaipur,Docker | Flask | Pandas | PyTorch | Terraform,Blog CMS | Chat App | Fitness Tracker | Memory Allocator Demo | News Aggregator | Regex Visualizer
National Institute of Technology Jodhpur,Azure | Django | Express | FastAPI | Flask | Git | Linux | Socket.IO | Terraform,Chat App | Face Detection Tool | File Sharing Service | Image Classifier
National Institute of Technology Kochi,Bash | C | Java | Node.js | Pandas | React | Socket.IO,Fitness Tracker | Handwriting OCR | Map Routing App | Portfolio Website | Todo API | Traffic Simulation | URL Shortener
National Institute of Technology Kolkata,Django | Flask | Matplotlib | MongoDB | Pandas | Rust | Swift | TDD | Tailwind CSS,Course Planner | DB Index Visualizer | Edge Caching Simulator | Face Detection Tool | Regex Visualizer | Sentiment Analyzer | Traffic Simulation
National Institute of Technology Kozhikode,Bash | FastAPI | GCP | Kafka | Kotlin | NumPy | PostgreSQL | RabbitMQ | Socket.IO | TypeScript,AR Ruler | Blockchain Wallet Demo | Chat App | Job Portal | Log Parser | Search Engine Mini
National Institute of Technology Lucknow,Azure | Bash | CI/CD | Flask | Kubernetes | Pandas | TDD | TensorFlow | TypeScript,Code Editor Lite | Event Ticketing | Fraud Detection | Recommendation Engine | Traffic Simulation
National Institute of Technology Madurai,Azure | Bash | Kubernetes | Matplotlib | Pandas | Python | Socket.IO | Storybook | Tailwind CSS,Chat App | Fraud Detection | IoT Sensor Monitor | Social Graph Analyzer | VR Gallery
