Project Name,Subject Skill Needed
Quiz App - Systems v21,Discrete Mathematics
Map Routing App - Edge v22,Finite Automata
Regex Visualizer - Data v7,Machine Learning
Weather Dashboard - Edge v29,Computer Networks
Forum Platform - Edge v24,Machine Learning
Chat App - Web v22,Computer Networks
Speech-to-Text - Data v30,Computer Organization
Chat App - Systems v6,Machine Learning
Handwriting OCR - Edge v6,Computer Organization
Gesture Recognition - Systems v29,Data Structures and Algorithms
Fitness Tracker - Systems v17,Finite Automata
Music Streaming Prototype - Web v14,Finite Automata
Quiz App - Data v11,Discrete Mathematics
Traffic Simulation - Cloud v16,Finite Automata
VR Gallery - Systems v16,Discrete Mathematics
Crypto Arbitrage Bot - Edge v29,Data Structures and Algorithms
Handwriting OCR - Data v5,Computer Organization
Code Editor Lite - ML v20,Machine Learning
Event Ticketing - Web v5,Computer Organization
Crypto Arbitrage Bot - Systems v27,Machine Learning
Face Detection Tool - Cloud v2,Discrete Mathematics
Recommendation Engine - Cloud v14,Computer Organization
Gesture Recognition - Mobile v17,Computer Networks
Memory Allocator Demo - Systems v30,Data Structures and Algorithms
IoT Sensor Monitor - Systems v16,Computer Organization
Blockchain Wallet Demo - Systems v7,Computer Networks
Note Taking App - Edge v9,Discrete Mathematics
Image Classifier - Edge v7,Computer Networks
Traffic Simulation - Web v10,Data Structures and Algorithms
Fitness Tracker - Cloud v17,Discrete Mathematics
Memory Allocator Demo - Cloud v4,Computer Organization
Sentiment Analyzer - Cloud v22,Finite Automata
File Sharing Service - Mobile v10,Computer Organization
Job Portal - Mobile v2,Computer Organization
IoT Sensor Monitor - Edge v20,Computer Organization
Job Portal - Edge v12,Machine Learning
News Aggregator - ML v30,Finite Automata
Todo API - Data v17,Data Structures and Algorithms
IoT Sensor Monitor - Systems v7,Finite Automata
URL Shortener - Data v9,Discrete Mathematics
Job Portal - ML v8,Data Structures and Algorithms
Course Planner - Web v27,Data Structures and Algorithms
Portfolio Website - Cloud v20,Computer Networks
Spam Filter - Edge v2,Computer Networks
Image Classifier - Cloud v21,Machine Learning
Multi-tenant SaaS - Edge v1,Discrete Mathematics
Quiz App - Web v10,Machine Learning
File Sharing Service - Web v17,Computer Networks
Note Taking App - Mobile v19,Computer Organization
VR Gallery - ML v23,Computer Organization
Chat App - ML v6,Discrete Mathematics
Course Planner - Data v12,Computer Organization
Sentiment Analyzer - Mobile v6,Machine Learning
AR Ruler - Web v3,Computer Networks
Expense Splitter - Systems v6,Discrete Mathematics
Gesture Recognition - Web v30,Finite Automata
Job Portal - Edge v7,Finite Automata
IoT Sensor Monitor - Cloud v9,Data Structures and Algorithms
Expense Splitter - ML v9,Discrete Mathematics
File Sharing Service - ML v23,Finite Automata
DB Index Visualizer - Edge v23,Computer Organization
URL Shortener - Edge v12,Finite Automata
Fraud Detection - Edge v10,Discrete Mathematics
Social Graph Analyzer - Data v14,Finite Automata
AR Ruler - ML v2,Data Structures and Algorithms
Portfolio Website - ML v12,Finite Automata
Crypto Arbitrage Bot - Web v25,Computer Organization
Multi-tenant SaaS - Web v10,Discrete Mathematics
Auto-Grader - Systems v5,Discrete Mathematics
Note Taking App - Mobile v10,Machine Learning
Recommendation Engine - Systems v13,Machine Learning
Compiler Tiny - ML v17,Computer Networks
Handwriting OCR - Systems v6,Machine Learning
Quiz App - Mobile v1,Discrete Mathematics
AR Ruler - Mobile v2,Machine Learning
Music Streaming Prototype - ML v11,Machine Learning
Smart Attendance - Edge v10,Data Structures and Algorithms
Auto-Grader - ML v18,Machine Learning
Compiler Tiny - Edge v26,Machine Learning
Todo API - Cloud v10,Computer Organization
Recommendation Engine - Web v10,Computer Organization
Scheduling System - Data v25,Discrete Mathematics
Code Editor Lite - Data v3,Discrete Mathematics
Blog CMS - Mobile v16,Computer Networks
Spam Filter - ML v8,Discrete Mathematics
DB Index Visualizer - ML v25,Discrete Mathematics
VR Gallery - Cloud v17,Data Structures and Algorithms
Stock Price Tracker - Cloud v29,Machine Learning
Note Taking App - Systems v21,Machine Learning
Edge Caching Simulator - Edge v24,Discrete Mathematics
Search Engine Mini - Mobile v3,Computer Organization
Fitness Tracker - Systems v23,Discrete Mathematics
Event Ticketing - ML v4,Computer Networks
VR Gallery - Web v3,Computer Networks
IoT Sensor Monitor - Cloud v24,Computer Organization
Forum Platform - Cloud v12,Machine Learning
Job Portal - Data v25,Data Structures and Algorithms
Chat App - Web v18,Finite Automata
Network Packet Sniffer - Web v26,Computer Organization
Gesture Recognition - Cloud v23,Computer Networks
Quiz App - Data v2,Discrete Mathematics
Quiz App - Systems v24,Computer Organization
IoT Sensor Monitor - Web v7,Computer Networks
News Aggregator - ML v28,Computer Organization
Music Streaming Prototype - ML v15,Discrete Mathematics
Map Routing App - Systems v3,Data Structures and Algorithms
Expense Splitter - Cloud v20,Finite Automata
Blog CMS - Cloud v1,Finite Automata
Music Streaming Prototype - ML v9,Data Structures and Algorithms
Code Editor Lite - Data v24,Discrete Mathematics
Course Planner - Cloud v18,Finite Automata
Fitness Tracker - ML v25,Discrete Mathematics
Search Engine Mini - Web v11,Finite Automata
Stock Price Tracker - Systems v9,Computer Organization
Fitness Tracker - Mobile v22,Finite Automata
Expense Splitter - Mobile v14,Machine Learning
Job Portal - Mobile v11,Computer Organization
Traffic Simulation - Cloud v23,Data Structures and Algorithms
Gesture Recognition - Data v29,Data Structures and Algorithms
Log Parser - Web v20,Finite Automata
Fitness Tracker - Mobile v18,Discrete Mathematics
Todo API - Edge v9,Computer Organization
Code Editor Lite - Cloud v26,Discrete Mathematics
URL Shortener - ML v10,Computer Organization
Music Streaming Prototype - ML v27,Finite Automata
Blog CMS - Web v15,Finite Automata
Gesture Recognition - Systems v17,Machine Learning
Log Parser - Edge v6,Discrete Mathematics
Job Portal - Edge v25,Machine Learning
Blog CMS - Systems v27,Finite Automata
Gesture Recognition - Data v8,Machine Learning
AR Ruler - Mobile v30,Machine Learning
Search Engine Mini - Web v20,Discrete Mathematics
Regex Visualizer - Data v22,Data Structures and Algorithms
Image Classifier - Edge v3,Computer Organization
IoT Sensor Monitor - Cloud v2,Discrete Mathematics
Chat App - Mobile v13,Computer Networks
Music Streaming Prototype - Web v28,Finite Automata
Note Taking App - ML v26,Machine Learning
Map Routing App - Data v5,Machine Learning
Face Detection Tool - Data v18,Finite Automata
IoT Sensor Monitor - ML v29,Data Structures and Algorithms
E-Commerce Site - Data v11,Machine Learning
URL Shortener - ML v4,Finite Automata
Recommendation Engine - Edge v4,Machine Learning
Memory Allocator Demo - Web v14,Discrete Mathematics
Face Detection Tool - ML v27,Finite Automata
Gesture Recognition - Systems v19,Machine Learning
Course Planner - Systems v28,Finite Automata
Event Ticketing - Systems v8,Discrete Mathematics
URL Shortener - Data v24,Computer Networks
Map Routing App - Web v25,Data Structures and Algorithms
Anomaly Detector - Data v8,Data Structures and Algorithms
Network Packet Sniffer - Data v23,Computer Organization
Blog CMS - Web v7,Data Structures and Algorithms
Fitness Tracker - Cloud v23,Finite Automata
Multi-tenant SaaS - Systems v28,Computer Networks
Regex Visualizer - ML v29,Data Structures and Algorithms
Course Planner - Systems v6,Computer Networks
Image Classifier - Systems v21,Computer Organization
Traffic Simulation - ML v15,Discrete Mathematics
Event Ticketing - Mobile v28,Data Structures and Algorithms
Edge Caching Simulator - Web v19,Computer Organization
Note Taking App - Data v6,Machine Learning
URL Shortener - Cloud v29,Machine Learning
Handwriting OCR - Edge v12,Computer Networks
Edge Caching Simulator - Edge v3,Data Structures and Algorithms
VR Gallery - Mobile v2,Computer Organization
Event Ticketing - Edge v3,Computer Networks
Event Ticketing - Data v2,Computer Networks
Search Engine Mini - Data v12,Machine Learning
File Sharing Service - Edge v21,Computer Networks
Expense Splitter - Data v20,Finite Automata
Handwriting OCR - Edge v25,Computer Networks
Stock Price Tracker - Systems v8,Data Structures and Algorithms
E-Commerce Site - Cloud v8,Machine Learning
Speech-to-Text - Cloud v2,Finite Automata
E-Commerce Site - Systems v6,Finite Automata
IoT Sensor Monitor - ML v4,Machine Learning
Image Classifier - Cloud v29,Finite Automata
Regex Visualizer - Web v13,Discrete Mathematics
Scheduling System - Mobile v25,Machine Learning
Weather Dashboard - Edge v1,Computer Organization
Regex Visualizer - Web v1,Discrete Mathematics
Quiz App - Web v13,Machine Learning
Weather Dashboard - ML v14,Data Structures and Algorithms
Face Detection Tool - Mobile v20,Discrete Mathematics
Image Classifier - Systems v17,Computer Organization
DB Index Visualizer - Cloud v18,Discrete Mathematics
Recommendation Engine - Edge v5,Computer Networks
E-Commerce Site - Mobile v23,Computer Organization
Regex Visualizer - ML v26,Computer Organization
Compiler Tiny - Web v23,Discrete Mathematics
Chat App - Data v7,Finite Automata
Course Planner - Web v16,Computer Organization
Forum Platform - Mobile v1,Computer Organization
IoT Sensor Monitor - Cloud v3,Data Structures and Algorithms
Compiler Tiny - Data v20,Data Structures and Algorithms
Speech-to-Text - ML v22,Finite Automata
Auto-Grader - Edge v16,Computer Organization
DB Index Visualizer - ML v2,Computer Organization
VR Gallery - Mobile v12,Discrete Mathematics
Stock Price Tracker - ML v16,Finite Automata
Auto-Grader - Systems v30,Finite Automata
Compiler Tiny - Edge v3,Computer Organization
Face Detection Tool - Edge v6,Finite Automata
Chat App - Data v15,Machine Learning
Map Routing App - Systems v16,Computer Organization
Fitness Tracker - ML v22,Computer Networks
Job Portal - Data v21,Computer Organization
Spam Filter - ML v3,Computer Networks
Music Streaming Prototype - ML v22,Discrete Mathematics
Todo API - Data v1,Machine Learning
Note Taking App - Web v21,Finite Automata
Quiz App - Mobile v23,Computer Networks
Course Planner - Data v17,Machine Learning
URL Shortener - Cloud v16,Machine Learning
E-Commerce Site - Web v7,Data Structures and Algorithms
Scheduling System - ML v30,Discrete Mathematics
VR Gallery - Mobile v15,Computer Organization
AR Ruler - Data v20,Computer Networks
E-Commerce Site - Cloud v21,Data Structures and Algorithms
E-Commerce Site - ML v13,Finite Automata
Compiler Tiny - Mobile v8,Finite Automata
Crypto Arbitrage Bot - Web v30,Data Structures and Algorithms
Gesture Recognition - Data v4,Computer Networks
Chat App - Data v11,Computer Organization
Music Streaming Prototype - Web v17,Computer Networks
File Sharing Service - Cloud v13,Finite Automata
Quiz App - Systems v20,Computer Networks
Map Routing App - Cloud v1,Discrete Mathematics
Face Detection Tool - Mobile v2,Computer Networks
Anomaly Detector - Mobile v18,Machine Learning
Search Engine Mini - Edge v10,Discrete Mathematics
Anomaly Detector - ML v6,Discrete Mathematics
News Aggregator - Mobile v24,Finite Automata
Note Taking App - Cloud v28,Discrete Mathematics
Portfolio Website - Edge v10,Finite Automata
Spam Filter - Data v30,Finite Automata
Blog CMS - Systems v22,Data Structures and Algorithms
Music Streaming Prototype - Data v10,Finite Automata
Music Streaming Prototype - Edge v20,Discrete Mathematics
Scheduling System - Web v8,Computer Organization
URL Shortener - Systems v10,Computer Organization
Portfolio Website - Systems v11,Discrete Mathematics
Multi-tenant SaaS - Cloud v6,Computer Networks
Spam Filter - Web v23,Machine Learning
Image Classifier - Mobile v22,Computer Organization
Multi-tenant SaaS - Web v1,Computer Organization
Todo API - Systems v28,Computer Organization
Weather Dashboard - Web v25,Machine Learning
DB Index Visualizer - Systems v13,Machine Learning
File Sharing Service - Cloud v29,Finite Automata
Quiz App - Mobile v16,Data Structures and Algorithms
Regex Visualizer - ML v14,Computer Organization
Memory Allocator Demo - Edge v12,Finite Automata
Music Streaming Prototype - Web v16,Finite Automata
URL Shortener - Data v4,Machine Learning
Smart Attendance - Web v29,Finite Automata
Crypto Arbitrage Bot - Edge v7,Computer Organization
File Sharing Service - ML v30,Computer Networks
Weather Dashboard - ML v23,Data Structures and Algorithms
Anomaly Detector - Web v21,Discrete Mathematics
Code Editor Lite - Mobile v19,Computer Networks
Search Engine Mini - Systems v12,Machine Learning
Recommendation Engine - Data v12,Finite Automata
Multi-tenant SaaS - Edge v7,Finite Automata
Traffic Simulation - Web v12,Finite Automata
Recommendation Engine - Data v27,Computer Organization
Regex Visualizer - ML v25,Computer Organization
VR Gallery - Edge v9,Finite Automata
Traffic Simulation - Edge v4,Computer Organization
Search Engine Mini - Mobile v20,Computer Organization
Code Editor Lite - Web v11,Data Structures and Algorithms
Spam Filter - Web v22,Computer Organization
Network Packet Sniffer - Systems v2,Computer Networks
Memory Allocator Demo - Cloud v27,Machine Learning
Memory Allocator Demo - Web v30,Computer Organization
Face Detection Tool - Data v3,Computer Networks
Fraud Detection - Systems v25,Machine Learning
Blog CMS - Edge v7,Machine Learning
Map Routing App - Data v9,Computer Networks
Portfolio Website - ML v26,Data Structures and Algorithms
Weather Dashboard - Mobile v1,Data Structures and Algorithms
Blog CMS - Cloud v22,Finite Automata
Quiz App - Cloud v3,Machine Learning
E-Commerce Site - Edge v10,Finite Automata
IoT Sensor Monitor - Cloud v18,Machine Learning
Edge Caching Simulator - Mobile v2,Data Structures and Algorithms
Scheduling System - Mobile v11,Finite Automata
Handwriting OCR - Web v1,Computer Organization
Job Portal - Mobile v20,Finite Automata
Recommendation Engine - Edge v14,Computer Organization
Memory Allocator Demo - Cloud v6,Computer Networks
Network Packet Sniffer - Web v20,Computer Networks
Image Classifier - ML v23,Computer Networks
Gesture Recognition - Web v28,Computer Networks
Weather Dashboard - Web v11,Discrete Mathematics
Regex Visualizer - Data v21,Data Structures and Algorithms
Multi-tenant SaaS - ML v13,Computer Networks
Regex Visualizer - ML v30,Data Structures and Algorithms
Fitness Tracker - Cloud v11,Computer Organization
Blog CMS - Mobile v18,Finite Automata
Chat App - Data v17,Computer Networks
Portfolio Website - Systems v4,Computer Networks
Fitness Tracker - Systems v13,Machine Learning
Auto-Grader - Edge v18,Computer Networks
Auto-Grader - Cloud v22,Finite Automata
Network Packet Sniffer - Mobile v14,Discrete Mathematics
Social Graph Analyzer - Edge v11,Discrete Mathematics
Blog CMS - Web v27,Machine Learning
Fitness Tracker - Edge v16,Data Structures and Algorithms
Search Engine Mini - Edge v25,Finite Automata
Smart Attendance - Web v27,Data Structures and Algorithms
Fitness Tracker - Cloud v16,Computer Organization
URL Shortener - Data v26,Finite Automata
Anomaly Detector - Mobile v5,Computer Organization
Recommendation Engine - Edge v25,Data Structures and Algorithms
Portfolio Website - Web v29,Computer Organization
Quiz App - Mobile v15,Finite Automata
Code Editor Lite - Edge v28,Data Structures and Algorithms
Blockchain Wallet Demo - Web v2,Machine Learning
Chat App - Systems v16,Discrete Mathematics
Recommendation Engine - ML v6,Data Structures and Algorithms
Crypto Arbitrage Bot - Data v3,Data Structures and Algorithms
Image Classifier - Mobile v29,Finite Automata
E-Commerce Site - Edge v15,Discrete Mathematics
IoT Sensor Monitor - Cloud v25,Computer Networks
AR Ruler - Web v22,Discrete Mathematics
Weather Dashboard - Systems v11,Computer Networks
DB Index Visualizer - Cloud v27,Computer Networks
Scheduling System - Systems v7,Discrete Mathematics
Handwriting OCR - Data v25,Data Structures and Algorithms
Forum Platform - Edge v17,Finite Automata
Event Ticketing - Web v14,Machine Learning
Course Planner - Edge v9,Discrete Mathematics
Regex Visualizer - ML v12,Machine Learning
File Sharing Service - Mobile v4,Discrete Mathematics
Note Taking App - Systems v16,Finite Automata
Memory Allocator Demo - Web v24,Data Structures and Algorithms
Stock Price Tracker - Mobile v11,Computer Organization
Handwriting OCR - ML v27,Data Structures and Algorithms
E-Commerce Site - Web v12,Discrete Mathematics
Spam Filter - Systems v10,Finite Automata
Anomaly Detector - Systems v20,Computer Networks
Face Detection Tool - Web v22,Computer Networks
Stock Price Tracker - Cloud v1,Computer Organization
Spam Filter - ML v18,Computer Organization
Expense Splitter - ML v10,Data Structures and Algorithms
Traffic Simulation - Systems v21,Machine Learning
Recommendation Engine - Cloud v1,Machine Learning
Crypto Arbitrage Bot - ML v6,Discrete Mathematics
Smart Attendance - Mobile v6,Data Structures and Algorithms
News Aggregator - Mobile v5,Discrete Mathematics
Gesture Recognition - Edge v10,Machine Learning
Edge Caching Simulator - Cloud v20,Computer Organization
Stock Price Tracker - Edge v19,Machine Learning
Gesture Recognition - ML v30,Machine Learning
Multi-tenant SaaS - Edge v12,Machine Learning
Expense Splitter - Data v8,Finite Automata
Multi-tenant SaaS - ML v1,Data Structures and Algorithms
Stock Price Tracker - Systems v22,Finite Automata
Auto-Grader - Edge v25,Machine Learning
Social Graph Analyzer - Systems v8,Machine Learning
Blockchain Wallet Demo - Mobile v26,Machine Learning
File Sharing Service - ML v10,Computer Organization
Code Editor Lite - ML v30,Data Structures and Algorithms
Course Planner - Edge v20,Computer Organization
AR Ruler - Systems v22,Data Structures and Algorithms
Forum Platform - Systems v13,Computer Organization
Chat App - Mobile v3,Computer Networks
Search Engine Mini - Cloud v21,Computer Organization
Map Routing App - Web v29,Finite Automata
Event Ticketing - Edge v2,Computer Networks
Blog CMS - Systems v10,Machine Learning
Job Portal - Systems v29,Machine Learning
File Sharing Service - Mobile v13,Machine Learning
Note Taking App - Systems v4,Computer Organization
Blog CMS - Cloud v28,Data Structures and Algorithms
Network Packet Sniffer - Cloud v27,Computer Organization
Image Classifier - Web v21,Machine Learning
Note Taking App - ML v22,Finite Automata
E-Commerce Site - Data v15,Finite Automata
Job Portal - Edge v27,Discrete Mathematics
File Sharing Service - Cloud v11,Computer Organization
Expense Splitter - ML v26,Computer Networks
Quiz App - Edge v20,Discrete Mathematics
Edge Caching Simulator - ML v3,Computer Networks
Anomaly Detector - Data v4,Finite Automata
Recommendation Engine - Mobile v8,Finite Automata
Smart Attendance - Cloud v25,Data Structures and Algorithms
Traffic Simulation - Data v2,Machine Learning
Fraud Detection - Systems v16,Computer Networks
Job Portal - ML v13,Discrete Mathematics
Regex Visualizer - Web v20,Computer Networks
Regex Visualizer - Systems v15,Discrete Mathematics
Speech-to-Text - Edge v19,Machine Learning
Traffic Simulation - Systems v27,Discrete Mathematics
DB Index Visualizer - Data v21,Computer Organization
Anomaly Detector - Edge v17,Computer Organization
Chat App - ML v10,Discrete Mathematics
Quiz App - Edge v14,Data Structures and Algorithms
E-Commerce Site - Cloud v1,Computer Networks
Regex Visualizer - Data v4,Machine Learning
Spam Filter - Data v6,Finite Automata
Face Detection Tool - Systems v17,Discrete Mathematics
Crypto Arbitrage Bot - Cloud v20,Computer Organization
Chat App - ML v24,Discrete Mathematics
Chat App - ML v8,Machine Learning
Network Packet Sniffer - Edge v16,Discrete Mathematics
AR Ruler - Systems v10,Machine Learning
Compiler Tiny - Mobile v30,Discrete Mathematics
Search Engine Mini - Systems v17,Computer Organization
Quiz App - Edge v29,Discrete Mathematics
Traffic Simulation - Mobile v24,Data Structures and Algorithms
Network Packet Sniffer - ML v28,Discrete Mathematics
URL Shortener - Systems v18,Machine Learning
Crypto Arbitrage Bot - Systems v12,Data Structures and Algorithms
Compiler Tiny - Web v10,Data Structures and Algorithms
Event Ticketing - Web v7,Finite Automata
Speech-to-Text - Systems v19,Finite Automata
Traffic Simulation - Web v9,Finite Automata
Todo API - Systems v6,Data Structures and Algorithms
Fitness Tracker - Data v7,Data Structures and Algorithms
Code Editor Lite - Systems v2,Computer Networks
IoT Sensor Monitor - Systems v15,Data Structures and Algorithms
Memory Allocator Demo - Web v4,Computer Organization
Crypto Arbitrage Bot - ML v15,Computer Organization
Face Detection Tool - Systems v14,Computer Networks
Multi-tenant SaaS - Data v12,Finite Automata
Blockchain Wallet Demo - Mobile v29,Finite Automata
Scheduling System - ML v10,Discrete Mathematics
Edge Caching Simulator - Data v10,Discrete Mathematics
Search Engine Mini - Cloud v27,Data Structures and Algorithms
Speech-to-Text - Systems v23,Computer Networks
Map Routing App - Data v11,Data Structures and Algorithms
Fitness Tracker - Cloud v21,Computer Networks
Gesture Recognition - Systems v21,Finite Automata
Face Detection Tool - Mobile v6,Machine Learning
File Sharing Service - Mobile v30,Data Structures and Algorithms
Quiz App - Web v26,Machine Learning
Regex Visualizer - Cloud v27,Computer Networks
Log Parser - Cloud v30,Finite Automata
Note Taking App - ML v6,Data Structures and Algorithms
Smart Attendance - Data v15,Discrete Mathematics
Portfolio Website - ML v2,Finite Automata
Spam Filter - Cloud v12,Data Structures and Algorithms
Fraud Detection - Data v9,Finite Automata
Search Engine Mini - Cloud v7,Machine Learning
Note Taking App - Cloud v13,Discrete Mathematics
Sentiment Analyzer - Web v8,Finite Automata
Blockchain Wallet Demo - Mobile v2,Data Structures and Algorithms
Speech-to-Text - ML v20,Data Structures and Algorithms
URL Shortener - Systems v28,Computer Organization
Sentiment Analyzer - Mobile v5,Discrete Mathematics
Smart Attendance - Mobile v22,Finite Automata
Spam Filter - Data v26,Computer Networks
Crypto Arbitrage Bot - Cloud v5,Machine Learning
DB Index Visualizer - Cloud v28,Computer Networks
Code Editor Lite - Data v9,Finite Automata
Search Engine Mini - Systems v26,Computer Networks
Compiler Tiny - Edge v16,Discrete Mathematics
Auto-Grader - ML v11,Discrete Mathematics
News Aggregator - Systems v16,Computer Networks
Quiz App - Mobile v24,Computer Organization
Log Parser - Systems v11,Data Structures and Algorithms
Code Editor Lite - Edge v6,Discrete Mathematics
Fraud Detection - Cloud v2,Computer Organization
AR Ruler - Data v10,Finite Automata
File Sharing Service - Systems v9,Finite Automata
URL Shortener - Mobile v23,Computer Networks
File Sharing Service - Edge v28,Computer Networks
DB Index Visualizer - Web v2,Data Structures and Algorithms
URL Shortener - Cloud v24,Computer Networks
Handwriting OCR - Systems v2,Discrete Mathematics
Fitness Tracker - Mobile v14,Discrete Mathematics
Auto-Grader - Mobile v28,Data Structures and Algorithms
Map Routing App - ML v10,Computer Organization
Map Routing App - Cloud v18,Computer Networks
Blockchain Wallet Demo - ML v30,Discrete Mathematics
VR Gallery - Data v29,Computer Organization
DB Index Visualizer - Cloud v30,Finite Automata
Fitness Tracker - Web v16,Finite Automata
Event Ticketing - Data v14,Data Structures and Algorithms
Smart Attendance - Data v13,Machine Learning
Compiler Tiny - ML v19,Finite Automata
Recommendation Engine - Web v18,Computer Organization
Blockchain Wallet Demo - Edge v23,Machine Learning
Multi-tenant SaaS - ML v19,Data Structures and Algorithms
Fraud Detection - Systems v8,Discrete Mathematics
Quiz App - Mobile v10,Computer Networks
Blog CMS - Mobile v14,Data Structures and Algorithms
Expense Splitter - Cloud v9,Finite Automata
Todo API - ML v23,Finite Automata
Portfolio Website - Cloud v3,Computer Networks
Map Routing App - ML v19,Computer Organization
Quiz App - Edge v24,Data Structures and Algorithms
Todo API - ML v15,Computer Networks
Chat App - Mobile v8,Discrete Mathematics
Note Taking App - Mobile v9,Computer Networks
Face Detection Tool - Edge v13,Computer Networks
Event Ticketing - Cloud v13,Discrete Mathematics
Scheduling System - Mobile v3,Computer Organization
DB Index Visualizer - Mobile v17,Finite Automata
Note Taking App - ML v9,Finite Automata
Scheduling System - Edge v10,Data Structures and Algorithms
Scheduling System - Edge v6,Finite Automata
Traffic Simulation - ML v12,Data Structures and Algorithms
Traffic Simulation - Edge v6,Computer Organization
Edge Caching Simulator - Web v17,Computer Organization
Forum Platform - Data v27,Finite Automata
Note Taking App - ML v1,Machine Learning
VR Gallery - Cloud v15,Computer Networks
Edge Caching Simulator - Web v5,Finite Automata
Music Streaming Prototype - Web v29,Discrete Mathematics
Scheduling System - Systems v21,Computer Networks
Stock Price Tracker - Data v7,Discrete Mathematics
Quiz App - Cloud v27,Data Structures and Algorithms
Face Detection Tool - Cloud v21,Discrete Mathematics
Forum Platform - Edge v30,Computer Organization
Memory Allocator Demo - Data v30,Computer Networks
Search Engine Mini - Mobile v12,Machine Learning
News Aggregator - Data v17,Machine Learning
News Aggregator - Edge v5,Data Structures and Algorithms
Edge Caching Simulator - Data v14,Machine Learning
Recommendation Engine - Systems v21,Discrete Mathematics
File Sharing Service - Systems v15,Discrete Mathematics
Quiz App - Data v3,Data Structures and Algorithms
Auto-Grader - Mobile v17,Computer Networks
Spam Filter - Edge v6,Discrete Mathematics
Handwriting OCR - ML v15,Data Structures and Algorithms
Auto-Grader - Cloud v19,Machine Learning
Music Streaming Prototype - Cloud v12,Machine Learning
Smart Attendance - Web v19,Computer Organization
Recommendation Engine - Web v11,Machine Learning
Scheduling System - Cloud v14,Discrete Mathematics
Fraud Detection - Data v23,Computer Networks
AR Ruler - Edge v22,Data Structures and Algorithms
Crypto Arbitrage Bot - Edge v18,Finite Automata
Network Packet Sniffer - Mobile v22,Data Structures and Algorithms
Code Editor Lite - Web v6,Machine Learning
VR Gallery - Systems v24,Discrete Mathematics
Event Ticketing - Mobile v2,Computer Organization
E-Commerce Site - Cloud v6,Machine Learning
Job Portal - Cloud v20,Machine Learning
AR Ruler - Web v20,Finite Automata
Event Ticketing - Cloud v8,Data Structures and Algorithms
E-Commerce Site - Web v15,Finite Automata
Log Parser - Web v19,Computer Networks
AR Ruler - Cloud v30,Computer Networks
Note Taking App - Cloud v20,Computer Organization
DB Index Visualizer - Edge v19,Finite Automata
Stock Price Tracker - Data v5,Data Structures and Algorithms
Edge Caching Simulator - Data v21,Computer Networks
Job Portal - Mobile v29,Finite Automata
Music Streaming Prototype - ML v13,Finite Automata
Music Streaming Prototype - Web v19,Computer Networks
Blockchain Wallet Demo - Web v16,Finite Automata
Compiler Tiny - Mobile v10,Discrete Mathematics
Forum Platform - Systems v3,Discrete Mathematics
Map Routing App - Systems v25,Computer Organization
Quiz App - Edge v1,Machine Learning
IoT Sensor Monitor - Web v5,Computer Organization
Anomaly Detector - ML v5,Finite Automata
Quiz App - Data v8,Finite Automata
Log Parser - Cloud v7,Finite Automata
Traffic Simulation - Web v3,Finite Automata
AR Ruler - ML v3,Machine Learning
VR Gallery - Mobile v30,Data Structures and Algorithms
VR Gallery - Cloud v30,Computer Organization
Portfolio Website - ML v24,Computer Organization
DB Index Visualizer - Mobile v23,Finite Automata
Stock Price Tracker - Systems v21,Machine Learning
Map Routing App - ML v8,Discrete Mathematics
URL Shortener - Data v5,Discrete Mathematics
Code Editor Lite - Edge v15,Finite Automata
Music Streaming Prototype - Systems v4,Discrete Mathematics
Fraud Detection - Data v7,Computer Networks
E-Commerce Site - Mobile v14,Finite Automata
Handwriting OCR - Systems v7,Computer Organization
Event Ticketing - Mobile v22,Computer Networks
Stock Price Tracker - Web v23,Discrete Mathematics
News Aggregator - Cloud v25,Discrete Mathematics
Portfolio Website - Cloud v1,Machine Learning
Todo API - Edge v21,Finite Automata
Fraud Detection - Edge v6,Discrete Mathematics
Fitness Tracker - Mobile v25,Finite Automata
Regex Visualizer - Edge v22,Data Structures and Algorithms
Fitness Tracker - Cloud v12,Computer Organization
IoT Sensor Monitor - Edge v16,Machine Learning
Quiz App - Systems v7,Data Structures and Algorithms
Memory Allocator Demo - Systems v15,Finite Automata
Chat App - Web v26,Data Structures and Algorithms
Network Packet Sniffer - Systems v8,Computer Networks
VR Gallery - Web v27,Discrete Mathematics
Crypto Arbitrage Bot - Mobile v12,Data Structures and Algorithms
Edge Caching Simulator - Web v11,Discrete Mathematics
Traffic Simulation - Cloud v11,Data Structures and Algorithms
Log Parser - Edge v2,Finite Automata
Speech-to-Text - Systems v29,Computer Networks
Note Taking App - Data v4,Machine Learning
URL Shortener - Mobile v11,Finite Automata
AR Ruler - Cloud v20,Finite Automata
Sentiment Analyzer - ML v19,Finite Automata
Music Streaming Prototype - Systems v17,Data Structures and Algorithms
News Aggregator - Edge v26,Computer Organization
Forum Platform - Cloud v15,Machine Learning
Regex Visualizer - Mobile v4,Computer Organization
Event Ticketing - ML v12,Computer Organization
Course Planner - ML v18,Discrete Mathematics
Gesture Recognition - Mobile v18,Data Structures and Algorithms
IoT Sensor Monitor - ML v13,Finite Automata
IoT Sensor Monitor - Data v29,Machine Learning
Note Taking App - Data v9,Computer Networks
Course Planner - Data v24,Machine Learning
Spam Filter - Systems v25,Discrete Mathematics
Image Classifier - Web v7,Machine Learning
